id,latitude,longitude
d461dd24beb4b0ef4eb8f5251f14a133,12.9557124,77.7203463
567e9aa5e9849f42f6161bf6b73bd47c,12.8465975,77.6715652
cf2fd7e978ea8f70b790c931cb6c8ccf,12.9393296,77.6953157
ca41840db8acbbc8a10e6e4c69d91c36,12.9511651,77.49194469999998
219773e23e2d7659a5935bb63e75347f,13.197742000000002,77.77703100000002
3420cbab19005f6214b09c4ed1388f07,12.9561918,77.69158159999998
0da761f6c9b62c6f4eeb05b687a99105,12.7025454,77.4808046
39c1761a8ae07cbbaa658d3fdf7198da,13.0041462,77.56136020000002
3871e2f4236ce1f1ce2836dc8e839d07,13.0972076,77.54593759999999
fca29696a6cb73d9c996f234025d5bcd,12.9459633,77.47008269999998
fd8147bed0863834ec9f3f0f399a342c,13.17362,77.52542199999998
7f22ab407133175658c48a9f49ddf1ef,12.9757026,77.58665289999998
0a2230465413f5a96e5d6fa0078ee62f,13.006095,77.57950840000002
375955aa83a4b87453f1f611ebf3ee7c,13.013025099999998,77.68157959999998
ecf8e427e20f3ccb6cd1425a60c71daa,12.9922443,77.53462270000001
c125a7be5cc52be3a698a970651cd012,12.9341271,77.5398191
fcc1cc103029615478ca9098d05b8a34,12.8592133,77.70360190000002
ec2d20c9603018388bd49ada59c91c1b,13.065887,77.453542
6dbbc85c63dca0561c93ebe65dd2485b,12.9999973,77.5636911
b0da8dbae5dbe55d8661273e06c9f609,12.8137871,77.58119119999998
134c4d1dd39500a7d00c2d3b394f056f,13.131040900000002,77.59016989999998
3b155547c51dbc220e4219caca4c59d1,12.9734954,77.610485
4b508cee63c04eabe585b089be3d2716,12.9717624,77.61057079999998
3ddbccdcf1928c64e8bdea542a22d2ea,13.0347656,77.5299965
9ba5acc84f89322540a499030f3982aa,12.99266,77.53068499999998
d7bf3db5ef3e4a403a016914a74efb5d,13.0933891,77.8355665
13f7e4a7a117a08d465f2f466e659818,12.6949917,77.45311120000002
97e8161130020f3baf5025577bdb9858,12.753124,77.73089999999998
06e20897f4ec420570adea5d8190b2fe,12.9989539,77.4789957
881ebc15f2d7138f7c479884470a2456,12.759444699999998,77.40372140000002
fb0957901bd478c613ec5d78aeccc7c3,12.913833,77.677669
cab140f6a6f54d2b510ce4d7bb7b0719,13.0096272,77.5905236
c6de1e7cfc8720a1009360fe5822e953,12.8992491,77.59144959999998
16c2c01f35ff13f901e63af141b654ce,12.8254226,77.7661711
48c1bdad6d54cb81a12ceab43757663a,12.9982807,77.55990969999998
61e94cda1c5c7069465f0c60563fb2ef,12.964264,77.541663
1c1bd49b79aaae49f4bc2221d0defb39,12.797476,77.464618
99b4d159476000d48d07c20e12f3c630,12.7864449,77.3941128
b6fc7e9b714918ac341ab27c4c1a5a48,13.0435864,77.5254308
8bae4420ad6647ffbf3cd6c102e676fe,13.0716037,77.55612740000002
430206573329f1a2ff48611f1b97330f,13.0141805,77.65840039999998
0ee2c8328a36c405e80ab8bb844b5497,12.9124239,77.5370413
3bfe65822805b629a0f0fe88caaf11ae,13.023535,77.52178099999998
84b5a27212915911b08486e549e86a49,12.9204274,77.3822491
5215b39d10a57d7939cd0a26d4b0d738,12.9370649,77.57966040000002
5c3d618a2c3b7aa0aec4a96a24024aaf,13.024168,77.5357533
4c3f03b23e47464605a66b93ca68ad5e,13.0887059,77.6354402
80911c4d58346a29185911174fd19504,13.0211827,77.63691700000003
48c00dcebb7aed9b673c8f927d0e0127,13.1937671,77.650348
80147ae382ccc095b5ed0cf4bfae83d7,12.825778,77.62297199999998
222fe608296cc39dd4dcc388066c6904,12.9411572,77.5802054
a6736e731b05a2ded0c77661895c6187,12.95519,77.64124129999998
6fce5bc2bfe492a2857f5a46f4966c27,12.9877409,77.51936049999998
47ea714febeb2f9445ad593969b8fcb1,13.0616196,77.686538
48da7ac86ad7c06ded87a69a22fe04a3,12.97681,77.58254000000002
6c04ac21f6b6595944ccb67f09c8692b,12.967827,77.536378
c85906235eae9e059ce01984976c4974,12.9422025,77.49040649999998
758884ec49316de8564733c8ff4f91a9,13.2645417,77.80903280000003
948642bd6b43fba6a033e0f00ce9e677,13.2856628,77.536474
f86acee09bace65b3a8723bc149abfc0,12.9513194,77.6998562
a8caf5b0fb5166af2ba1db826354e051,12.8745696,77.5841745
9bac85c56a17da25898a39b527721310,13.019931,77.674465
9485b2c483601e4dd0e5e6105fbd3f3a,12.9196869,77.5914413
267aab1f915e0094748b7eafd3fe97ce,12.80741,77.40069869999998
066c5db094c97422d3487791e607dba0,12.8807547,77.5959089
