id,latitude,longitude
acd91bf7f26718da8f97e34e97ba1e5fad5b611f,13.0267659,77.6279958
5f7b3a76acfce44f8986844c5590b97420726ee7,13.1729141,77.6346825
0d3747f64f8b8a7c43f7b8c5ee4a32c142ccee25,12.9728,77.7696567
b654e9c573d117f49682c35d7511cf10a7f0f7fa,12.8039765,77.5063713
4b26825fdb2de68f1f8661c650b3d573967a809a,12.9745908,77.5130554
cfd0e34525cdb1d3312b1fb2aed2c8f1d7f18ac7,12.9004407,77.69882249999998
f87f7b70d80bd0ac6e8e0a5614234825a4c3bbd6,12.7876944,77.741875
539760429e056632ca184f935068b7febe532265,12.7187585,77.2806557
3d46ca151085e3d15fb4c84f4432ece01d92a414,13.0659654,77.45386069999998
da0111bef84503ce95e3c175609fcc114c88032c,12.833955,77.862521
2096d26a8e77328d89478c6756b7043d0ef379ca,13.0430386,77.3834601
f4dab2d5f8784f335d836ffb3e751406724ee0ba,12.9564742,77.22781719999998
521ea476a033a85b0e09ba33ad3145c5a762c752,12.968047,77.50156199999998
3d5a0cadd608ccc7de51782abed560c572c34bfa,12.9954034,77.53689349999998
149d66d30ef18f31c26aa3bbcc8d60dbab673341,12.9868125,77.4763755
ded1da65c3dff5c59a0134e6d62f4180a16993df,13.390337900000002,77.8643245
e214ddd06052de4470e5fe8095da276a1f2ac892,12.8510543,77.5760835
e6e78245b79af818433ebaf1edb3244da63eb269,13.0833285,77.6349608
0eeaf9c0304c4c4cccc43df6b5d992d042d2edf1,12.8259596,77.6786479
2f24d2ef282669f1adee5868745f084335cedcae,12.9214536,77.4818268
cb7544b2525287ca7d542b8fdfbd6059f38d512a,13.2258749,77.34796639999998
a525ecf20288d7bbdfefb9a24401c3957e08a714,12.908219699999998,77.6435073
46890276bccc009a3d60bbdb61e64f230e91e5fa,12.7264627,77.2848691
597d1adeddad5dda8e9e7eea18f51f44016e931b,12.9157795,77.55581679999997
415188c5aae00355e818fa46bc5758154d6bfcb5,13.0034944,77.9424563
8df089debe7a6739c2ad910107c7ec622a39b6d6,13.3151667,77.1214991
81428789570884e5937b118f654057ef282735b8,12.8451926,77.5979205
e870da6a5aae47de96b805da6d583def7fe97451,13.1533914,77.50277109999998
ec7225dcc470a56e3d74b1f894a16d7d21de17a1,12.7834933,77.6840233
9b059e9e094803124ae1a96051cbb0ce120b1e2e,13.0604374,77.46129110000003
d5b05f4c1c39533b9eaa30518d8be230786c9f08,12.9538621,77.69353149999998
b874c3c2a5d7709e5a046041c561a141f76a8895,12.6287321,77.72947309999998
