id,latitude,longitude
473a82633356335761201af3ba9dee483530783a,12.8058629,77.6997603
ee2fe26ae864aa3532103b52bc5b7be0651f32b1,12.8607313,77.4317942
9c1735cb2bb02621db8dd6a5bccb0a24c370d84b,12.8923629,77.5816907
1f16648c779ee0c79580385e721996452239a298,13.060895599999998,77.8272262
9cf7149f18fc32f3c98ce251b1850f63059fe5c1,12.8634613,77.7711285
e399580ef581c8550e2a20907b2b728b60f04bd9,12.7258881,77.28367519999998
5ce84d38f6b62e6147fc5358628eefe2416c1d09,13.440899300000002,77.73302699999998
8881f4c1967909e2ec37cdd169e35a44d05c4858,12.8633357,77.7711144
36d6a3fe2434fec21e008caa3cac939503db735b,13.2489414,77.71245490000003
7c046e8318572870e4a9b7e27a2c2192ccd1bf38,13.0114626,77.6764513
abad99c98a6c7a25fb84f07d131c975053062dd8,12.7983024,77.51882049999998
ffa873971e41a5cdf48d2165e180b5b5dbe89f0a,13.2937867,77.54011419999998
4aa1442aefb0725235b5315fb68f66e188544d72,13.0569035,77.4714272
06bf01c8147dc25380f0f74d571f6166cd4853d7,12.9448389,77.5718189
cbf38fe8b81d8402f695687ee86d8ea703e105c0,12.799545599999998,77.5100822
6606457b14092e6063defbe96580111f37a557d7,12.968887,77.614355
db58286e0472169554edfd75925ab2c1cf338a71,12.8049133,77.764585
56485d702fbc8f8f551211547a83dc86e9c3a02c,13.309796400000002,77.54258519999998
eb099907510450f4a57f7e0af8afc399f4a0edc9,13.113024,77.43346600000002
66ac813b8d718502d22278ffe0edf0fd50deaceb,12.8553982,77.6648434
695d774869a051bd940bce3c426f302f3ebb1d2d,13.431047199999998,77.727262
37ca7e37f4146a66605467762d95e62861ba2064,12.8019332,77.50957840000002
59d3ad7d1308a04761c02e2965ab58e701d134c4,12.826161,77.803508
e2705b408d01cf164e625f13c524899e76bff35f,12.8191488,77.5138583
f6c0ccc067bf9bb7cf9c8632246f23dd8d7a1af7,12.8966865,77.46207969999998
bd0d366ee24f4d51a9c65e8171313617a134cbf7,13.2926062,77.5426646
9462573d47b899fae6889be0d42a420e1b0356cf,12.8759657,77.6165585
42261ac9074d58e42d9abf5c3a4c94ae9bca58ef,12.8381089,77.7850552
27b16415edfd72cee6c66530c9cda2df30e3fe51,12.972228,77.75062799999998
bcb7125d518858915ba2561cf281ae72367cd9b1,12.721963,77.275356
f792378c18b85d55f80aafef9ec829a08b9842cf,13.0021495,77.9398622
6c1785f5e4635306fd06f2ee3e937d6153187ae7,13.0047626,77.94154929999998
7db58109650e7e734c512ac17b205ed254622c1c,13.1861172,77.69695870000002
e95455e153d5d4c6c535a789c5beea4ee81594ad,12.8931905,77.7191962
6289de64fd68bd15b90a337a3d55a424ad9ee56e,12.7942887,77.62079320000002
d19d418307f792a5a30e81a83260d4742b931eb1,12.6421444,77.43995509999998
434f1e04074d84c19695279abb405b7486f98221,13.2449115,77.70919110000001
fe71d5bf1bd66af72ecf0b09550ba8a2f18e70d9,13.078281,77.4239497
6b866e9f8842bfe912f6fade1fc5f0c92391a6b0,12.6508762,77.20995099999998
ddcf80ed7710c6fc935be27bb6acca37225ab2e9,12.7976926,77.3838155
60f1e4d570ec0b11ebef6894c0d0bbc723594b40,12.878565,77.514935
