frm_id,date,latitude,longitude
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-22T12:48:34+05:30,19.0647,72.89242
b96dc9bb896edad075da09f0c4e9098c,2020-07-20T09:51:41+05:30,28.460339,77.016685
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-23T03:02:22+05:30,19.181723,72.99913000000001
b96dc9bb896edad075da09f0c4e9098c,2020-07-21T21:19:46+05:30,28.452883,77.076515
b96dc9bb896edad075da09f0c4e9098c,2020-07-22T22:49:44+05:30,28.460366999999998,77.016685
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-22T20:54:33+05:30,18.651367,73.784134
e89712a6621c47b9485e0b06841f809f,2020-07-20T22:20:30+05:30,19.164182999999998,73.24576
b96dc9bb896edad075da09f0c4e9098c,2020-07-21T06:38:08+05:30,28.460340000000002,77.016685
f9a1994416db0f2255ef187f87c38638,2020-07-20T11:47:13+05:30,16.542564000000002,80.57879
e89712a6621c47b9485e0b06841f809f,2020-07-20T17:04:34+05:30,19.163708,73.24574
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-22T21:54:15+05:30,19.181755,72.99913000000001
f9a1994416db0f2255ef187f87c38638,2020-07-20T00:36:12+05:30,16.54252,80.578766
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-22T18:47:09+05:30,18.65834,73.765686
e89712a6621c47b9485e0b06841f809f,2020-07-20T11:51:00+05:30,19.163823999999998,73.24576
f9a1994416db0f2255ef187f87c38638,2020-07-23T13:03:50+05:30,16.542526000000002,80.57885999999999
b96dc9bb896edad075da09f0c4e9098c,2020-07-23T11:42:57+05:30,28.460348,77.016685
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-22T00:53:38+05:30,19.064682,72.89241
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-21T17:36:24+05:30,19.186129,72.9595
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-24T19:15:36+05:30,19.181747,72.99911999999999
b96dc9bb896edad075da09f0c4e9098c,2020-07-24T19:16:58+05:30,28.469620000000003,77.00845
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-20T19:37:16+05:30,19.181755,72.99911999999999
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-23T02:09:50+05:30,19.064646,72.89234
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-20T20:05:03+05:30,19.181728,72.99913000000001
f9a1994416db0f2255ef187f87c38638,2020-07-23T17:23:20+05:30,16.54256,80.5788
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-20T05:55:01+05:30,18.655876,73.767365
f9a1994416db0f2255ef187f87c38638,2020-07-21T13:35:24+05:30,16.542564000000002,80.57879
e89712a6621c47b9485e0b06841f809f,2020-07-21T13:40:46+05:30,19.16379,73.24539
f9a1994416db0f2255ef187f87c38638,2020-07-23T02:13:37+05:30,16.54252,80.57885
e89712a6621c47b9485e0b06841f809f,2020-07-22T08:51:35+05:30,19.163823999999998,73.24576
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-21T17:22:15+05:30,18.657047,73.769356
b96dc9bb896edad075da09f0c4e9098c,2020-07-21T15:23:10+05:30,28.460772,77.0165
b96dc9bb896edad075da09f0c4e9098c,2020-07-21T04:53:13+05:30,28.460340000000002,77.016685
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-21T13:45:37+05:30,18.654198,73.765526
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-23T04:45:10+05:30,19.181782000000002,72.99911999999999
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-23T11:39:49+05:30,19.064709,72.89255
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-21T13:23:39+05:30,19.064669,72.892395
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-21T09:51:09+05:30,19.181751000000002,72.99911999999999
e89712a6621c47b9485e0b06841f809f,2020-07-24T19:56:13+05:30,19.16379,73.24539
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-21T07:53:46+05:30,19.181765,72.99911999999999
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-22T18:06:05+05:30,19.19112,72.9887
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-20T06:13:19+05:30,19.181767,72.99911999999999
b96dc9bb896edad075da09f0c4e9098c,2020-07-20T20:36:14+05:30,28.479832000000002,77.006546
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-21T00:14:14+05:30,19.181778,72.99913000000001
f9a1994416db0f2255ef187f87c38638,2020-07-22T04:07:09+05:30,16.542528,80.57884
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-23T02:28:59+05:30,19.181782000000002,72.99913000000001
e89712a6621c47b9485e0b06841f809f,2020-07-21T23:26:39+05:30,19.186842000000002,73.222534
f9a1994416db0f2255ef187f87c38638,2020-07-23T04:26:28+05:30,16.54252,80.57885
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-22T18:40:07+05:30,18.654188,73.765526
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-21T11:47:31+05:30,18.652565,73.76378000000001
e89712a6621c47b9485e0b06841f809f,2020-07-22T13:07:35+05:30,19.16379,73.24539
e89712a6621c47b9485e0b06841f809f,2020-07-24T16:43:23+05:30,19.164939999999998,73.24546
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-23T04:18:43+05:30,19.181729999999998,72.99913000000001
f9a1994416db0f2255ef187f87c38638,2020-07-20T09:17:37+05:30,16.542564000000002,80.57879
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-23T19:22:39+05:30,18.654188,73.765526
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-20T10:21:40+05:30,19.181726,72.99913000000001
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-24T03:46:01+05:30,18.65137,73.78414000000001
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-20T00:27:20+05:30,18.653349,73.76451999999999
b96dc9bb896edad075da09f0c4e9098c,2020-07-22T16:09:03+05:30,28.460346,77.016685
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-22T03:14:02+05:30,19.064478,72.89226500000001
f9a1994416db0f2255ef187f87c38638,2020-07-23T04:57:07+05:30,16.54252,80.57885
f9a1994416db0f2255ef187f87c38638,2020-07-20T09:59:54+05:30,16.542564000000002,80.57879
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-20T15:24:29+05:30,18.964561,72.84432
b96dc9bb896edad075da09f0c4e9098c,2020-07-22T17:14:07+05:30,28.460379999999997,77.01666
f9a1994416db0f2255ef187f87c38638,2020-07-20T02:36:12+05:30,16.54252,80.578766
f9a1994416db0f2255ef187f87c38638,2020-07-24T04:44:33+05:30,16.542526000000002,80.57885
e89712a6621c47b9485e0b06841f809f,2020-07-22T22:57:26+05:30,19.217953,73.13136999999999
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-20T05:10:14+05:30,19.181625,72.99911
f9a1994416db0f2255ef187f87c38638,2020-07-21T23:39:52+05:30,16.54256,80.5788
e89712a6621c47b9485e0b06841f809f,2020-07-21T20:58:06+05:30,19.16379,73.24539
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-23T22:31:16+05:30,18.651367,73.784134
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-21T12:53:35+05:30,19.064695,72.89238
b96dc9bb896edad075da09f0c4e9098c,2020-07-21T15:07:31+05:30,28.45348,77.076225
e89712a6621c47b9485e0b06841f809f,2020-07-22T10:48:21+05:30,19.165838,73.245636
e89712a6621c47b9485e0b06841f809f,2020-07-22T06:22:53+05:30,19.16379,73.24539
b96dc9bb896edad075da09f0c4e9098c,2020-07-21T08:15:12+05:30,28.460340000000002,77.016685
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-21T08:13:34+05:30,19.064672,72.89238
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-21T15:08:35+05:30,19.06466,72.8924
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-23T07:24:51+05:30,19.064663,72.89239
f9a1994416db0f2255ef187f87c38638,2020-07-21T15:04:48+05:30,16.542564000000002,80.57879
ab472ecc61608f512e4b1d4c2b49e8f8,2020-07-22T14:00:04+05:30,18.654188,73.765526
e89712a6621c47b9485e0b06841f809f,2020-07-20T21:00:26+05:30,19.173845,73.25884
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-24T16:40:27+05:30,19.181720000000002,72.99913000000001
b96dc9bb896edad075da09f0c4e9098c,2020-07-23T23:52:23+05:30,28.458668,77.01274000000001
b96dc9bb896edad075da09f0c4e9098c,2020-07-22T06:11:53+05:30,28.460354,77.01669
e89712a6621c47b9485e0b06841f809f,2020-07-23T09:44:34+05:30,19.166815,73.24093
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-23T21:22:43+05:30,19.181711,72.99911999999999
e89712a6621c47b9485e0b06841f809f,2020-07-22T19:41:49+05:30,19.158169,73.246864
f9a1994416db0f2255ef187f87c38638,2020-07-20T08:45:00+05:30,16.542564000000002,80.57879
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-22T02:36:04+05:30,19.181738,72.99913000000001
e89712a6621c47b9485e0b06841f809f,2020-07-21T09:05:23+05:30,19.16379,73.24539
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-22T12:18:34+05:30,19.0647,72.89242
e89712a6621c47b9485e0b06841f809f,2020-07-23T18:42:47+05:30,19.177398999999998,73.23445
b96dc9bb896edad075da09f0c4e9098c,2020-07-21T20:08:54+05:30,28.453405,77.0753
f9a1994416db0f2255ef187f87c38638,2020-07-21T18:09:28+05:30,16.542528,80.57883000000001
b96dc9bb896edad075da09f0c4e9098c,2020-07-22T08:01:35+05:30,28.460354,77.01669
f9a1994416db0f2255ef187f87c38638,2020-07-20T12:19:45+05:30,16.542564000000002,80.57879
753aa4603d9f9f250ffe7f63e77bac1c,2020-07-24T01:39:51+05:30,19.064676000000002,72.89241
e89712a6621c47b9485e0b06841f809f,2020-07-24T13:56:09+05:30,19.16379,73.24539
f9a1994416db0f2255ef187f87c38638,2020-07-22T20:53:39+05:30,16.542542,80.57881
84a9427621fe0669fbacbe6d7dc25b3d,2020-07-24T00:42:17+05:30,19.181726,72.99913000000001
f9a1994416db0f2255ef187f87c38638,2020-07-20T00:59:37+05:30,16.542564000000002,80.57879
